Sentence,Sentiment,words per sentence,label,cleaned_sentences
Glencore slumps 25 pct as debt fears grow,negative,8,-1,glencore slump 25 pct debt fear grow
Standard Chartered Not Raising Capital Yet As Dividend Cut,negative,9,-1,standard chartered not raise capital dividend cut
$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,positive,23,1,$ sonc amazing run middle march obvious quality tastiness burger not factor price advance
The air traffic of Finland has been in stoppage since then .,negative,12,-1,air traffic finland stoppage .
UPDATE 1-Engineering firm Smiths Group confirms CEO appointment,neutral,8,0,update 1 engineering firm smiths group confirm ceo appointment
55 workers in +àm+Ñl will be affected by the close-down .,negative,11,-1,55 worker + àm+ñl affect close .
Karppinen expects the consolidation trend to continue in the Finnish market .,neutral,12,0,karppinen expect consolidation trend continue finnish market .
Metso estimates the need for personnel reductions to amount to 25 people .,neutral,13,0,metso estimate need personnel reduction 25 people .
"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",negative,11,-1,$ aapl aapl gundlach slams ipad mini see downside dollar_425 .
AstraZeneca shares climb 3% as drug maker ups profits forecasts,positive,10,1,astrazeneca shares climb 3 % drug maker up profit forecast
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,15,1,operate profit rise 26.9 % eur 105.8 83.4 million .
The EPS improved to EUR0 .38 from EUR0 .27 .,positive,10,1,eps improve eur0 .38 eur0 .27 .
Insight hires Aviva's David Hillier for multi-asset team,positive,8,1,insight hire aviva david hillier multi asset team
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,neutral,26,0,center build kapuli district mantsala hanko mantsala porvoo road near new direct rail link lahti jarvenpaa .
"It grew in Finland , Norway , Denmark and the Baltic countries .",neutral,13,0,grow finland norway denmark baltic country .
Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,positive,12,1,today buy $ mu $ yhoo $ vale $ nbl $ twtr $ axp $ znga
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral,28,0,proline plus available adjustable single multichannel model fix volume single channel model volume range 0.1 micro litre 10 ml .
The final outcome of the rights offering is to be reported around 23 October 2009 .,neutral,16,0,final outcome right offering report 23 october 2009 .
Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,neutral,24,0,vaisala board director propose dividend 0.85 euro $ 1.24 share company annual general meeting .
"Body The credit falls due February 24 , 2014 .",neutral,10,0,body credit fall february 24 2014 .
"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",positive,16,1,like price action $ swks currently @21.80 target 24.00 + year end .
"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",neutral,30,0,report say nokia operation comprise site bochum ulm dusseldorf munich frankfurt post operating profit interest 246 mln eur .
"As a result , the company has decided it will implement fixed-term temporary lay-offs .",neutral,15,0,result company decide implement fix term temporary lay off .
Copper market may get a 2003-style supply shock from Glencore closures,negative,11,-1,copper market 2003 style supply shock glencore closure
"According to the company 's updated strategy for the years 2009-2012 , Basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales .",positive,41,1,accord company update strategy year 2009 2012 basware target long term net sale growth range 20 % -40 % operate profit margin 10 % -20 % net sale .
Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,neutral,13,0,scanfil holding include 100 % contract electronic manufacturer scanfil ems group .
"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",positive,27,1,dubai nokia announce launch ` ` come music ground break service introduce new way people enjoy music .
"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk .",neutral,37,0,finnish metal component supplier componenta december 26 2006 apply approval turkish capital markets board launch mandatory offer remain shares iron aluminium casting producer doktas dokumculuk .
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",positive,18,1,cost saving rise 20 mln eur year 2007 oko say .
"Biohit and VWR have been in close cooperation for a number of years in the US , where Biohit is one of VWR 's focus suppliers .",positive,27,1,biohit vwr close cooperation number year biohit vwr focus supplier .
Finnlines said that the deal is part of its strategy to focus on its core businesses .,neutral,17,0,finnline say deal strategy focus core business .
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",neutral,21,0,order comprise production line plywood mill company say statement receive lesprom network .
$SPY Long 1/2 position 137.89,positive,5,1,$ spy long 1/2 position 137.89
The total value of these two contracts is over EUR 21 million .,neutral,13,0,total value contract eur 21 million .
"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",positive,45,1,adp news oct 1 2008 finnish consulting engineering company poyry oyj omx poy1v say today award eur 5.2 million usd 7.4 m extension exist consultancy engineering contract venezuel
No service pricing details were disclosed .,neutral,7,0,no service pricing detail disclose .
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",negative,13,-1,"$ tsla recalls 2,700 model x vehicles shares volatile tsla tech stockmarket"
"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",neutral,24,0,equipment manufacture vaahto workshop hollola finland schedule shipment quarter 2009 .
$FB still a dog going much lower this week,negative,9,-1,$ fb dog go low week
The expanded plant is scheduled to be operational by the middle of October 2009 .,neutral,15,0,expand plant schedule operational middle october 2009 .
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",positive,26,1,july september 2008 yit net sale increase eur 970.8 mn compare eur 906.8 mn corresponding period 2007 .
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative,32,-1,finland op pohjola staff union boycott group insurance sale task company refuse sale insurance account determine wage .
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,neutral,51,0,aforementioned shareholder inform propose annual general meeting number member board directors shall present member board directors mr lassi noponen shall elect board directors .
"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",negative,9,-1,"$ tsla recall 2,700 model x car . stock drop hard"
"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .",positive,25,1,finland insurance company pohjola finnish motorcyclist association sign agreement aim improve motorcyclist traffic safety .
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",neutral,27,0,tikkurila division kemira group control 23 % russian market field own st. petersburg paint producer tex . .
The Department Store Division reported an increase in sales of 4 per cent .,positive,14,1,department store division report increase sale 4 cent .
"In the Baltic countries , Atria 's target is organic growth .",neutral,12,0,baltic country atria target organic growth .
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive,17,1,operate profit rise eur 103.4 mn eur 23.2 corresponding period 2006 .
The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,neutral,20,0,group revenue 2008 amount eur 94 million company currently employ approximately 730 people .
